batch_id,legacy_code,affected_row_count,current_target_code,current_resolution_type,current_confidence,candidate_rank,candidate_code,candidate_confidence,candidate_heuristic,review_status,approved_target_code,review_notes
cao50001-live-refresh,670VA 22-22,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,850VB,1,UNKNOWN,unknown,0.00,1,850VB 30-22,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,8M-560*25M/M3,1,UNKNOWN,unknown,0.00,1,8M-560*25M/M,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,8M-800*21M/M,1,UNKNOWN,unknown,0.00,1,002,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,925VB 30-22,8,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT,1,UNKNOWN,unknown,0.00,1,BMT-04C02,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT,1,UNKNOWN,unknown,0.00,2,BMT-17.2*716,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT,1,UNKNOWN,unknown,0.00,3,BMT-17.5*715,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT,1,UNKNOWN,unknown,0.00,4,BMT-18*725,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT,1,UNKNOWN,unknown,0.00,5,BMT-19.5*750,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT-GE8達可達,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT-GMO,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT-GWD-23100,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BMT-GWO-23100,1,UNKNOWN,unknown,0.00,1,BMT-GWO,0.85,strip-trailing-hyphen-segment,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,BS022,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,J6-550,1,UNKNOWN,unknown,0.00,1,J6-550 LJ,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA015-3,3,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA015-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA016-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA016-3,10,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA017-1,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA017-3,29,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA019-3,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA027-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA029-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA033-4,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA033-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA036-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA036-5,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA038-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA039-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA042-1,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA045-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA046-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA047-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA052-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA052-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA056-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA057-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA059-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA061-1,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA061-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA067-5,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA074-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA115-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA118-5,3,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA120-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LA188-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB039-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB052-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB059-4,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB062-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB063-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB064-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB076-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB096-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB113-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB143-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB144-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB168-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB169-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB375,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LB380-3,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC038-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC040-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC047-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC048-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC069-A8,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC081-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC089-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC110-4,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC130-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LC190-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LE140-3,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LE140-5,4,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LF033-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LF073-5,7,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LK011.8,1,UNKNOWN,unknown,0.00,1,011,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LK013,6,UNKNOWN,unknown,0.00,1,LK013-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LK024,2,UNKNOWN,unknown,0.00,1,LK024-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LK024,2,UNKNOWN,unknown,0.00,2,LK024-4,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LK027.5-4,14,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM014-5,16,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM018.4-5,16,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM019.5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM021.5-5,6,UNKNOWN,unknown,0.00,1,LM021-5,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM028-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM031-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,LM032-1,5,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1 OA041,1,UNKNOWN,unknown,0.00,1,A041,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1 OH M-31,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1 PA050,1,UNKNOWN,unknown,0.00,1,PA050,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1 PB050,2,UNKNOWN,unknown,0.00,1,PB050,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1A038-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N1B046-1,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 OA043,4,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 OC090,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 OM026,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 OM027,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 PA050,2,UNKNOWN,unknown,0.00,1,PA050,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 PA225,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 PB050,3,UNKNOWN,unknown,0.00,1,PB050,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3 PC-168,1,UNKNOWN,unknown,0.00,1,PC168,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N33V-820,7,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3C242,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3OHB108,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3OHB120,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3OHC113,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3PE-140,3,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3SPA-1232,1,UNKNOWN,unknown,0.00,1,PA123,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N3SPC-3250,2,UNKNOWN,unknown,0.00,1,PC325,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N4A220,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N4B103,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5A046,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5A067,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5A118,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5A120,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5B087,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5B091,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5B098,1,UNKNOWN,unknown,0.00,1,098,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5BO050,1,UNKNOWN,unknown,0.00,1,BO050,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5C118,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5C119,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5C137,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5K035,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,N5M058,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NAO081-3,1,UNKNOWN,unknown,0.00,1,AO081,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NM018.4-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NM019.5-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NOM020.5-5,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NOM021.5-5,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
